##          0         171   20190923  141006
##      1    3999                                       


  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  5.0000E+00  6.6294E-02 -5.1305E-04 -1.5379E-03  2.9193E-03  5.1726E-03
  3.6756E-04  4.2290E-02 -2.9695E-04  1.3250E-02  0.0000E+00  4.3420E+01
  0.0000E+00  1.9525E-02  4.3420E+01  5.2000E-01  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  1.0000E+01  7.9552E-01 -4.3630E-03 -1.0105E-02  8.8027E-03  2.8794E-02
  3.3607E-03  3.1370E-01 -1.4334E-03  6.6995E-02  0.0000E+00  8.5170E+01
  0.0000E+00  1.6985E-01  8.5170E+01  1.0200E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  1.5000E+01  3.6129E+00 -1.3719E-02 -1.8105E-02  4.4784E-04  3.9360E-02
  1.1301E-02  8.2306E-01 -2.2128E-03  1.1322E-01  0.0000E+00  1.2692E+02
  0.0000E+00  5.0832E-01  1.2692E+02  1.0470E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  2.0000E+01  9.1528E+00 -2.1445E-02 -1.8112E-02 -8.5988E-03  4.6646E-02
  2.0140E-02  1.4024E+00 -1.1231E-03  8.4945E-02  0.0000E+00  1.5641E+02
  0.0000E+00  7.2534E-01  1.5641E+02  1.0066E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00

  2.5000E+01  1.7624E+01 -1.8029E-02 -1.7155E-02 -9.2553E-03  4.1522E-02
  2.4269E-02  1.9828E+00  1.1348E-03  1.3018E-02  0.0000E+00  1.5767E+02
  0.0000E+00  6.0858E-01  1.5767E+02  9.8955E-01  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  3.0000E+01  2.8939E+01 -3.5837E-03 -1.7230E-02 -2.2782E-04  4.1203E-02
  2.3044E-02  2.5388E+00  2.4904E-03 -3.3528E-02  0.0000E+00  1.5833E+02
  0.0000E+00  3.1801E-01  1.5833E+02  9.7618E-01  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
