##          0         112   20190918  160159
##      1    3789                                       


  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.0000E+01  1.1111E+01  0.0000E+00  0.0000E+00  0.0000E+00  2.5000E+02
  0.0000E+00  0.0000E+00  1.6400E+02  1.2000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  1.0000E+00 -7.5005E-03  1.1101E+01  9.9726E-03 -5.8435E-02 -3.8468E-03
  8.9994E+01  1.1100E+01  2.0734E-02 -1.0313E+00  0.0000E+00  2.2000E+02
  0.0000E+00  5.5198E+00  1.6400E+02  1.2000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  2.0000E+00 -4.3659E-02  2.2195E+01  9.8750E-03 -3.0328E-01 -4.9180E-03
  8.9960E+01  1.1085E+01  6.0824E-02 -3.1447E+00  0.0000E+00  2.0765E+02
  0.0000E+00  1.0120E+01  1.6400E+02  1.2000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  3.0000E+00 -1.1675E-01  3.3269E+01  9.9910E-03 -6.9322E-01 -7.6063E-03
  8.9884E+01  1.1062E+01  1.1287E-01 -6.1262E+00  0.0000E+00  2.0607E+02
  0.0000E+00  1.4720E+01  1.6400E+02  1.2000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  4.0000E+00 -2.2728E-01  4.4316E+01  1.0318E-02 -1.1080E+00 -1.1677E-02
  8.9752E+01  1.1031E+01  1.7257E-01 -9.7875E+00  0.0000E+00  2.0517E+02
  0.0000E+00  1.9136E+01  1.6400E+02  1.2000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00

  5.0000E+00 -3.6867E-01  5.5330E+01  1.0922E-02 -1.4067E+00 -1.5936E-02
  8.9555E+01  1.0996E+01  2.3297E-01 -1.3811E+01  0.0000E+00  2.0515E+02
  0.0000E+00  1.9960E+01  1.6400E+02  1.2000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  6.0000E+00 -5.2520E-01  6.6311E+01  1.1986E-02 -1.4545E+00 -1.8277E-02
  8.9290E+01  1.0962E+01  2.8829E-01 -1.7922E+01  0.0000E+00  2.0545E+02
  0.0000E+00  1.9998E+01  1.6400E+02  1.2000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
