##          0         113   20190918  160205
##      1    3789                                       


  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.0000E+01  1.1111E+01  0.0000E+00  0.0000E+00  0.0000E+00  2.5000E+02
  0.0000E+00  0.0000E+00  1.6400E+02  1.2000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  1.0000E+00 -5.9900E-03  1.1101E+01  9.9516E-03 -4.5634E-02 -3.7450E-03
  8.9995E+01  1.1102E+01  1.6350E-02 -8.0442E-01  0.0000E+00  2.2000E+02
  0.0000E+00  5.5198E+00  1.6400E+02  1.2000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  2.0000E+00 -3.4583E-02  2.2200E+01  9.6933E-03 -2.3306E-01 -4.0447E-03
  8.9969E+01  1.1093E+01  4.8031E-02 -2.4639E+00  0.0000E+00  2.1009E+02
  0.0000E+00  9.4984E+00  1.6400E+02  1.2000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  3.0000E+00 -9.0440E-02  3.3287E+01  9.4797E-03 -5.1668E-01 -4.9591E-03
  8.9910E+01  1.1081E+01  8.3506E-02 -4.5647E+00  0.0000E+00  2.0935E+02
  0.0000E+00  9.9770E+00  1.6400E+02  1.2000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  4.0000E+00 -1.6658E-01  4.4363E+01  9.3784E-03 -7.6016E-01 -6.1480E-03
  8.9816E+01  1.1069E+01  1.1656E-01 -6.7834E+00  0.0000E+00  2.0935E+02
  0.0000E+00  9.9990E+00  1.6400E+02  1.2000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00

  5.0000E+00 -2.5359E-01  5.5427E+01  9.5179E-03 -8.5631E-01 -6.9381E-03
  8.9684E+01  1.1057E+01  1.4770E-01 -9.0574E+00  0.0000E+00  2.0923E+02
  0.0000E+00  1.0000E+01  1.6400E+02  1.2000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  6.0000E+00 -3.4294E-01  6.6479E+01  9.9662E-03 -7.6830E-01 -6.7754E-03
  8.9513E+01  1.1045E+01  1.7826E-01 -1.1367E+01  0.0000E+00  2.0922E+02
  0.0000E+00  1.0000E+01  1.6400E+02  1.2000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
